Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
151641,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,301,Washington Heights,2005,01/01/2005,88.6,
154569,643,Annual vehicle miles traveled,Million miles,per square mile,CD,110,Central Harlem (CD10),2005,01/01/2005,64.5,
154567,643,Annual vehicle miles traveled,Million miles,per square mile,CD,108,Upper East Side (CD8),2005,01/01/2005,139,
154593,643,Annual vehicle miles traveled,Million miles,per square mile,CD,310,Bay Ridge and Dyker Heights (CD10),2005,01/01/2005,58.4,
130803,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,210,Coney Island - Sheepshead Bay,2005-2007,01/01/2005,38.4,
130832,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,3,Manhattan,2005-2007,01/01/2005,179.4,
130795,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2005-2007,01/01/2005,99.3,
130805,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,301,Washington Heights,2005-2007,01/01/2005,175.9,
130794,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2005-2007,01/01/2005,60.8,
130789,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2005-2007,01/01/2005,167.2,
130793,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2005-2007,01/01/2005,278.6,
130887,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,105,Crotona -Tremont,2005-2007,01/01/2005,33.7,
130905,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,305,Upper East Side,2005-2007,01/01/2005,11.1,
130894,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,205,Sunset Park,2005-2007,01/01/2005,17.2,
130885,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2005-2007,01/01/2005,28.1,
131239,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,303,East Harlem,2005-2007,01/01/2005,202.7,
130883,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2005-2007,01/01/2005,28.5,
130928,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,3,Manhattan,2005-2007,01/01/2005,18.3,
130902,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2005-2007,01/01/2005,30.6,
130891,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,202,Downtown - Heights - Slope,2005-2007,01/01/2005,20.7,
131221,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2005-2007,01/01/2005,108.2,
131232,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2005-2007,01/01/2005,56.7,
131225,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2005-2007,01/01/2005,189.1,
131358,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,13.4,
131359,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2,Brooklyn,2005-2007,01/01/2005,8,
130930,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,5,Staten Island,2005-2007,01/01/2005,17.5,
131360,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,3,Manhattan,2005-2007,01/01/2005,5.5,
131353,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501,Port Richmond,2005-2007,01/01/2005,8,
151667,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2,Brooklyn,2005,01/01/2005,55.9,
151648,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,308,Greenwich Village - SoHo,2005,01/01/2005,132.6,
130833,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2005-2007,01/01/2005,80.8,
130929,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,4,Queens,2005-2007,01/01/2005,15.7,
131361,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4,Queens,2005-2007,01/01/2005,4.3,
131325,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204,East New York,2005-2007,01/01/2005,12.1,
131319,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,105,Crotona -Tremont,2005-2007,01/01/2005,18.9,
131317,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2005-2007,01/01/2005,14.4,
130888,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2005-2007,01/01/2005,42.2,
130800,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,207,East Flatbush - Flatbush,2005-2007,01/01/2005,111.9,
130831,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,2,Brooklyn,2005-2007,01/01/2005,99.3,
130801,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208,Canarsie - Flatlands,2005-2007,01/01/2005,91.9,
130830,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,1,Bronx,2005-2007,01/01/2005,212.5,
130811,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2005-2007,01/01/2005,61.7,
130906,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,306,Chelsea - Clinton,2005-2007,01/01/2005,13.5,
130740,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,201,Greenpoint,2005,01/01/2005,3.5,
130733,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,101,Kingsbridge - Riverdale,2005,01/01/2005,3.2,
130815,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2005-2007,01/01/2005,71.2,
130886,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,104,Pelham - Throgs Neck,2005-2007,01/01/2005,24.4,
130738,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,106,High Bridge - Morrisania,2005,01/01/2005,3.6,
130748,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,2.7,
130744,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,205,Sunset Park,2005,01/01/2005,3.2,
130753,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,303,East Harlem,2005,01/01/2005,4.2,
130737,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,105,Crotona -Tremont,2005,01/01/2005,3.4,
130796,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,01/01/2005,195.4,
130917,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,407,Southwest Queens,2005-2007,01/01/2005,13.4,
130896,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2005-2007,01/01/2005,13.3,
130926,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,30.8,
131244,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2005-2007,01/01/2005,11.6,
131253,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,407,Southwest Queens,2005-2007,01/01/2005,30.6,
131263,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2,Brooklyn,2005-2007,01/01/2005,55.5,
130752,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,302,Central Harlem - Morningside Heights,2005,01/01/2005,4.2,
130790,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,104,Pelham - Throgs Neck,2005-2007,01/01/2005,162.5,
131321,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2005-2007,01/01/2005,19.4,
154584,643,Annual vehicle miles traveled,Million miles,per square mile,CD,301,Greenpoint and Williamsburg (CD1),2005,01/01/2005,58.5,
130889,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2005-2007,01/01/2005,41,
154572,643,Annual vehicle miles traveled,Million miles,per square mile,CD,201,Mott Haven and Melrose (CD1),2005,01/01/2005,68.6,
130813,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2005-2007,01/01/2005,124.9,
130792,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2005-2007,01/01/2005,308,
151623,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101,Kingsbridge - Riverdale,2005,01/01/2005,45.2,
154579,643,Annual vehicle miles traveled,Million miles,per square mile,CD,208,Riverdale and Fieldston (CD8),2005,01/01/2005,32.5,
151645,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,305,Upper East Side,2005,01/01/2005,125,
151632,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,01/01/2005,95,
151655,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,405,Ridgewood - Forest Hills,2005,01/01/2005,59.6,
154607,643,Annual vehicle miles traveled,Million miles,per square mile,CD,406,Rego Park and Forest Hills (CD6),2005,01/01/2005,91.2,
130817,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2005-2007,01/01/2005,48.7,
151633,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,204,East New York,2005,01/01/2005,55.5,
151644,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304,Upper West Side,2005,01/01/2005,103.2,
151640,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,211,Williamsburg - Bushwick,2005,01/01/2005,44.2,
151642,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,302,Central Harlem - Morningside Heights,2005,01/01/2005,77.2,
154576,643,Annual vehicle miles traveled,Million miles,per square mile,CD,205,Fordham and University Heights (CD5),2005,01/01/2005,105.5,
154606,643,Annual vehicle miles traveled,Million miles,per square mile,CD,405,Ridgewood and Maspeth (CD5),2005,01/01/2005,49.4,
151624,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,102,Northeast Bronx,2005,01/01/2005,38.8,
131341,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2005-2007,01/01/2005,6.2,
131327,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206,Borough Park,2005-2007,01/01/2005,3.3,
131235,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2005-2007,01/01/2005,24.1,
154598,643,Annual vehicle miles traveled,Million miles,per square mile,CD,315,Sheepshead Bay (CD15),2005,01/01/2005,42.9,
154614,643,Annual vehicle miles traveled,Million miles,per square mile,CD,413,Queens Village (CD13),2005,01/01/2005,59.4,
154596,643,Annual vehicle miles traveled,Million miles,per square mile,CD,313,Coney Island (CD13),2005,01/01/2005,31.9,
130746,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,207,East Flatbush - Flatbush,2005,01/01/2005,2.8,
130739,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,107,Hunts Point - Mott Haven,2005,01/01/2005,3.5,
130776,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,1,Bronx,2005,01/01/2005,3.3,
130777,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,2,Brooklyn,2005,01/01/2005,3,
154582,643,Annual vehicle miles traveled,Million miles,per square mile,CD,211,Morris Park and Bronxdale (CD11),2005,01/01/2005,31.8,
151652,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,402,West Queens,2005,01/01/2005,84.9,
131248,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402,West Queens,2005-2007,01/01/2005,22,
131228,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,01/01/2005,114.4,
131251,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,405,Ridgewood - Forest Hills,2005-2007,01/01/2005,19.1,
131259,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,503,Willowbrook,2005-2007,01/01/2005,16.2,
131336,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304,Upper West Side,2005-2007,01/01/2005,3.2,
131250,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404,Bayside - Little Neck,2005-2007,01/01/2005,8.5,
131338,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,306,Chelsea - Clinton,2005-2007,01/01/2005,4.2,
131220,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,102,Northeast Bronx,2005-2007,01/01/2005,69.4,
130903,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,303,East Harlem,2005-2007,01/01/2005,44.8,
130915,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,405,Ridgewood - Forest Hills,2005-2007,01/01/2005,18.3,
130892,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,01/01/2005,24.2,
130898,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,16.6,
130909,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2005-2007,01/01/2005,22,
130910,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,310,Lower Manhattan,2005-2007,01/01/2005,15.6,
130827,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2005-2007,01/01/2005,30.2,
131265,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4,Queens,2005-2007,01/01/2005,26,
131006,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,310,Lower Manhattan,2005-2007,01/01/2005,3.8,
130998,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,302,Central Harlem - Morningside Heights,2005-2007,01/01/2005,5,
130987,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,202,Downtown - Heights - Slope,2005-2007,01/01/2005,4.9,
131142,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2005-2007,01/01/2005,41.7,
130988,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,01/01/2005,5.3,
131011,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,405,Ridgewood - Forest Hills,2005-2007,01/01/2005,6.7,
131001,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,305,Upper East Side,2005-2007,01/01/2005,4,
130999,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,303,East Harlem,2005-2007,01/01/2005,4.7,
131132,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,01/01/2005,37.9,
131059,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2005-2007,01/01/2005,40.4,
131155,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2005-2007,01/01/2005,17.5,
130816,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2005-2007,01/01/2005,89.3,
130828,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,504,South Beach - Tottenville,2005-2007,01/01/2005,24,
130804,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,211,Williamsburg - Bushwick,2005-2007,01/01/2005,185.7,
130825,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501,Port Richmond,2005-2007,01/01/2005,106.9,
131005,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,309,Union Square - Lower East Side,2005-2007,01/01/2005,3.9,
130799,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2005-2007,01/01/2005,14.7,
131010,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,404,Bayside - Little Neck,2005-2007,01/01/2005,4.8,
131026,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,5,Staten Island,2005-2007,01/01/2005,7.8,
130818,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,404,Bayside - Little Neck,2005-2007,01/01/2005,26.7,
